"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"MDGN/WS","Medgenics, Inc.","3","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mdgn/ws",
"MEET","MeetMe, Inc.","3.52","135440303.68","n/a","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/meet",
"IPB","Merrill Lynch & Co., Inc.","26","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ipb",
"MEA","Metalico Inc","1.74","83880615","n/a","n/a","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/mea",
"MXC","Mexco Energy Corporation","7.75","15785711.5","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mxc",
"CCA","MFS California Insured Municipal Trust","10.5199","29310945.1362","n/a","1999","n/a","n/a","http://www.nasdaq.com/symbol/cca",
"MGT","MGT Capital Investments Inc","2.11","18614696.41","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/mgt",
"MDW","Midway Gold Corporation","1.1","146279760","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/mdw",
"MGH","Minco Gold Corporation","0.358","18089637.97","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/mgh",
"MGN","Mines Management, Inc.","1.38","40019657.76","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/mgn",
"MXA","Minnesota Municipal Income Portfolio Inc.","17","70494631","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/mxa",
"MDM","Mountain Province Diamonds Inc.","4.66","468336295.66","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/mdm",
"MVF","MuniVest Fund, Inc.","9.41","602072859.58","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mvf",
"MZA","MuniYield Arizona Fund, Inc.","14.05","64359607.75","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/mza",
"NNVC","NanoViricides, Inc.","4","215828000","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/nnvc",
"NHC","National HealthCare Corporation","54.31","764728030.76","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/nhc",
"NHC^A","National HealthCare Corporation","15","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nhc^a",
"NAVB","Navidea Biopharmaceuticals, Inc.","2","299405086","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/navb",
"NBW","Neuberger Berman California Intermediate Municipal Fund Inc.","15.54","85982820","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/nbw",
"NHS","Neuberger Berman High Yield Strategies Fund","13.74","268487624.16","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nhs",
"NBH","Neuberger Berman Intermediate Municipal Fund Inc.","14.35","269249050","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/nbh",
"NML","Neuberger Berman MLP Income Fund Inc.","18","1017423576","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/nml",
"NBO","Neuberger Berman New York Intermediate Municipal Fund Inc.","13.52","68614000","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/nbo",
"NRO","Neuberger Berman Real Estate Securities Income Fund, Inc.","4.66","259971362.36","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/nro",
"CUR","Neuralstem, Inc.","4.24","365566105.04","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cur",
"UWN","Nevada Gold & Casinos, Inc.","1.25","20167637.5","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/uwn",
"NSU","Nevsun Resources Ltd","3.55","707542697.1","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/nsu",
"GBR","New Concept Energy, Inc","1.9947","3883551.2445","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/gbr",
"NEN","New England Realty Associates Limited Partnership","45.2999","176040892.6879","n/a","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/nen",
"NGD","NEW GOLD INC.","5.52","2779488288.24","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ngd",
"PAL","North American Palladium, Ltd.","0.49","134256153.01","n/a","2000","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/pal",
"NAK","Northern Dynasty Minerals, Ltd.","1.1","104510850.4","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/nak",
"NOG","Northern Oil and Gas, Inc.","13.47","833155464.9","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/nog",
"NBY","NovaBay Pharmaceuticals, Inc.","1.14","51764505.54","n/a","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/nby",
"NCQ","NovaCopper Inc.","1.39","74544650.55","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ncq",
"NG","Novagold Resources Inc.","4.02","1275537429.36","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ng",
"NTN","NTN Buzztime, Inc.","0.6797","53457717.1436","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/ntn",
"NLP","NTS Realty Holdings Limited Partnership","8.6","95419356.4","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nlp",
"NTS","NTS, Inc.","1.95","84701783.4","n/a","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/nts",
"NVX","Nuveen California Dividend Advantage Municipal Fund 2","13.54","199840068.98","n/a","2001","n/a","n/a","http://www.nasdaq.com/symbol/nvx",
"NZH","Nuveen California Dividend Advantage Municipal Fund 3","12.1","292237796.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nzh",
"NCB","Nuveen California Municipal Value Fund 2","15.78","51883062","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ncb",
"NCU","Nuveen California Premium Income Municipal Fund","13.58","77852035.1","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ncu",
"CFD","Nuveen Diversified Commodity Fund","16","147311040","n/a","2010","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cfd",
"NXZ","Nuveen Dividend Advantage Municipal Fund 2","13.46","396779425.52","n/a","2001","n/a","n/a","http://www.nasdaq.com/symbol/nxz",
"NZF","Nuveen Dividend Advantage Municipal Fund 3","13.04","526816365.12","n/a","2007","n/a","n/a","http://www.nasdaq.com/symbol/nzf",
"NVG","Nuveen Dividend Advantage Municipal Income Fund","13.29","395218578.18","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/nvg",
"NKG^E","Nuveen Georgia Dividend Advantage Municipal Fund 2","10.02","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nkg^e",
"CTF","Nuveen Long/Short Commodity Total Return Fund","16.6701","295991628.384","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ctf",
"NGX","Nuveen Massachusetts AMT-Free Municipal Income Fund","12.09","32973262.53","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/ngx",
"NMB","Nuveen Massachusetts Dividend Advantage Municipal Fund","12.59","24752569.5","n/a","2001","n/a","n/a","http://www.nasdaq.com/symbol/nmb",
"NMB^C","Nuveen Massachusetts Dividend Advantage Municipal Fund","10.04","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nmb^c",
"NOM","Nuveen Missouri Premium Income Municipal Fund","14.76","34382209.68","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/nom",
"NMZ","Nuveen Municipal High Income Opportunity Fund","12.6","630461903.4","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/nmz",
"NXJ","Nuveen New Jersey Dividend Advantage Municipal Fund","13.16","86437354.08","n/a","2001","n/a","n/a","http://www.nasdaq.com/symbol/nxj",
"NUJ","Nuveen New Jersey Dividend Advantage Municipal Fund 2","12.826","58048090.364","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/nuj",
"NJV","Nuveen New Jersey Municipal Value Fund","14.04","21973105.44","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/njv",
"NXK","Nuveen New York Dividend Advantage Municipal Fund 2","12.9199","83830977.8684","n/a","2001","n/a","n/a","http://www.nasdaq.com/symbol/nxk",
"NYV","Nuveen New York Municipal Value Fund 2","13.93","32730095.16","n/a","2009","n/a","n/a","http://www.nasdaq.com/symbol/nyv",
"NPN","Nuveen Pennsylvania Municipal Value Fund","14.34","17485507.68","n/a","2009","n/a","n/a","http://www.nasdaq.com/symbol/npn",
"JRS","Nuveen Real Estate Fund","10.53","303704132.94","n/a","2001","n/a","n/a","http://www.nasdaq.com/symbol/jrs",
"OGEN","Oragenics, Inc.","2.88","104051358.72","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ogen",
"ORC","Orchid Island Capital, Inc.","12.4","67104646","n/a","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/orc",
"TIS","Orchids Paper Products Company","27.72","223771335.48","n/a","2005","Basic Industries","Paper","http://www.nasdaq.com/symbol/tis",
"ONVO","Organovo Holdings, Inc.","8.45","657551850.15","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/onvo",
"ONP","Orient Paper, Inc.","2.39","44821821","n/a","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/onp",
"OESX","Orion Energy Systems, Inc.","6.73","144100707.35","n/a","2007","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/oesx",
"ORM","Owens Realty Mortgage, Inc.","15.28","167077081.92","n/a","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/orm",
"PHF","Pacholder High Yield Fund, Inc.","8.3","107860965.1","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/phf",
"PBM","Pacific Booker Minerals Inc","5.3","65497606.7","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/pbm",
"PCG^A","Pacific Gas & Electric Co.","27.8","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^a",
"PCG^B","Pacific Gas & Electric Co.","25.42","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^b",
"PCG^C","Pacific Gas & Electric Co.","25.44","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^c",
"PCG^D","Pacific Gas & Electric Co.","23.01","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^d",
"PCG^E","Pacific Gas & Electric Co.","23.61","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^e",
"PCG^G","Pacific Gas & Electric Co.","22.9","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^g",
"PCG^H","Pacific Gas & Electric Co.","21.62","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^h",
"PCG^I","Pacific Gas & Electric Co.","21.4999","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^i",
"PTN","Palatin Technologies, Inc.","1.44","56507983.2","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ptn",
"PZG","Paramount Gold and Silver Corp.","1.37","213351563.16","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/pzg",
"PRK","Park National Corporation","77.06","1186141657.58","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/prk",
"PED","Pedevco Corp.","2.28","59744764.32","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ped",
"PIP","PharmAthene, Inc","1.95","104439905.7","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pip",
"HNW","Pioneer Diversified High Income Trust","20.01","166129883.43","n/a","2007","n/a","n/a","http://www.nasdaq.com/symbol/hnw",
"PLG","Platinum Group Metals Ltd.","1.07","589897999.94","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/plg",
"PLM","Polymet Mining Corp.","1.31","360199006.94","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/plm",
"PW","Power REIT","9.18","15394446.9","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/pw",
"PW^A","Power REIT","24.75","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pw^a",
"APTS","Preferred Apartment Communities, Inc.","8.12","124291394.64","n/a","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/apts",
"PLX","Protalix BioTherapeutics, Inc.","4.62","432341743.68","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/plx",
"PDO","Pyramid Oil Co","6.44","30191267.4","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pdo",
"QRM","Quest Rare Minerals Ltd","0.52","35127929.72","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/qrm",
"RLGT","Radiant Logistics, Inc.","3.14","105722484.34","n/a","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/rlgt",
"RLGT^A","Radiant Logistics, Inc.","25.9","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rlgt^a",
"REE","Rare Element Resources Ltd.","1.59","75965819.55","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ree",
"UTG","Reaves Utility Income Fund","27.29","791800083.26","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/utg",
"REED","Reeds, Inc.","7.91","101901033.78","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/reed",
"RWC","RELM Wireless Corporation","3.15","42922857.6","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/rwc",
"RCG","Renaissance Capital Growth & Income Fund III, Inc.","1.55","6919148.85","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rcg",
"RVP","Retractable Technologies, Inc.","3.67","98990311.79","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/rvp",
"RVM","Revett Mining Company, Inc.","0.75","25947290.25","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/rvm",
"RNN","Rexahn Pharmaceuticals, Inc.","1.3","190733133.5","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rnn",
"RIC","Richmont Mines, Inc.","1.53","60582037.59","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ric",
"REI","Ring Energy, Inc.","14.18","334099418.34","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rei",
"RIF","RMR Real Estate Income Fund.","18.398","140772425.786","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rif",
"RPI","Roberts Realty Investors, Inc.","0.8595","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rpi",
"RBY","Rubicon Minerals Corp","1.13","410307636.39","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/rby",
"SGA","Saga Communications, Inc.","51.98","298187688.3","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/sga",
"SSN","Samson Oil & Gas Limited","0.4721","60136739.5839","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ssn",
"SAND          ","Sandstorm Gold Ltd","6.23","635725011.74","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/sand          ",
"SARA","Saratoga Resources Inc","1.55","47967231.55","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sara",
"SEB","Seaboard Corporation","2689.79","3193948098.86","n/a","1996","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/seb",
"SVT","Servotronics, Inc.","8.72","21748054.96","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/svt",
"SIF","SIFCO Industries, Inc.","29.2","157325512","n/a","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/sif",
"SVBL","Silver Bull Resources, Inc.","0.38","60447609.66","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/svbl",
"SVLC","SilverCrest Mines, Inc.","2.04","224141338.2","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/svlc",
"WWZ^K","SiM Internal Test 10","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wwz^k",
"MMZ^K","SiM Internal Test 6","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mmz^k",
"OOZ^K","SiM Internal Test 7","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ooz^k",
"QQZ^K","SiM Internal Test 8","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qqz^k",
"SS^K","SiM Internal Test 9","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ss^k",
"SKY","Skyline Corporation","6.4","53703961.6","n/a","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/sky",
"SLI","SL Industries, Inc.","26.86","110797500","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sli",
"ZXX","SM Listed Test 3","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/zxx",
"ZXX^F","SM Listed Test 3","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/zxx^f",
"XPL","Solitario Exploration & Royalty Corp","1.32","51628007.64","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/xpl",
"SOQ","Sonde Resources Corp","0.47","26353517.11","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/soq",
"SCE^B","Southern California Edison Company","20.2524","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^b",
"SCE^C","Southern California Edison Company","20.2499","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^c",
"SCE^D","Southern California Edison Company","21.33","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^d",
"SCE^E","Southern California Edison Company","22.96","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^e",
"SGB","Southwest Georgia Financial Corporation","15.3","38981906.1","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sgb",
"LOV","Spark Networks, Inc.","5.05","120472436.4","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/lov",
"STRP","Straight Path Communications Inc.","7.36","86811913.92","n/a","2013","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/strp",
"SSY","SunLink Health Systems, Inc.","1.79","16903700.32","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/ssy",
"STS","Supreme Industries, Inc.","6.94","113185875.76","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/sts",
"SYRG","Synergy Resources Corporation","10.6","812868515.4","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/syrg",
"SYN","Synthetic Biologics, Inc","3.26","188686889.64","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/syn",
"TRX","Tanzanian Royalty Exploration Corporation","2.12","213955873.84","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/trx",
"TGB","Taseko Mines Limited","1.98","383589270.9","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tgb",
"TAS","Tasman Metals Ltd","1.8","116688321","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tas",
"TSH","Teche Holding Company","77.25","162453969","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tsh",
"TRC/WS","Tejon Ranch Co","3.94","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/trc/ws",
"TIK","Tel-Instrument Electronics Corp.","4.55","14780160.85","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/tik",
"TGC","Tengasco, Inc.","0.54","32854903.02","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tgc",
"GLU","The Gabelli Global Utility and Income Trust","19.72","81217490.48","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/glu",
"GLU^A","The Gabelli Global Utility and Income Trust","50.37","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/glu^a",
